event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount
E000279,U008,2026-03-05T14:19:00,login,,0,0,DEV-036,0,0,,,0,0.0
E000280,U020,2026-03-05T14:28:00,transaction,,0,0,DEV-038,0,0,,BEN-008,0,375.35
E000281,U005,2026-03-05T14:29:00,file_access,RES-053,0,6,DEV-024,0,0,,,0,0.0
E000282,U010,2026-03-05T14:44:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000283,U003,2026-03-05T14:46:00,login,,0,0,DEV-018,0,0,,,0,0.0
E000284,U020,2026-03-05T14:51:00,file_access,RES-029,0,9,DEV-038,0,0,,,0,0.0
E000285,U020,2026-03-05T15:03:00,file_access,RES-020,0,19,DEV-038,0,0,,,0,0.0
E000286,U003,2026-03-05T15:05:00,file_access,RES-025,0,19,DEV-018,0,0,,,0,0.0
E000287,U003,2026-03-05T15:07:00,transaction,,0,0,DEV-018,0,0,,BEN-026,0,377.83
E000288,U010,2026-03-05T15:16:00,file_access,RES-029,0,15,DEV-017,0,0,,,0,0.0
E000289,U010,2026-03-05T15:19:00,file_access,RES-055,0,12,DEV-017,0,0,,,0,0.0
E000290,U008,2026-03-05T15:32:00,file_access,RES-031,0,12,DEV-036,0,0,,,0,0.0
E000291,U008,2026-03-05T15:38:00,file_access,RES-043,0,16,DEV-036,0,0,,,0,0.0
E000292,U003,2026-03-05T15:46:00,file_access,RES-039,0,17,DEV-018,0,0,,,0,0.0
E000293,U008,2026-03-05T16:14:00,file_access,RES-010,0,15,DEV-036,0,0,,,0,0.0
E000294,U008,2026-03-05T16:48:00,transaction,,0,0,DEV-036,0,0,,BEN-028,0,352.95
E000295,U010,2026-03-05T17:49:00,transaction,,0,0,DEV-017,0,0,,BEN-021,0,0
E000296,U006,2026-03-06T01:47:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000297,U015,2026-03-06T01:47:00,login,,0,0,DEV-013,0,0,,,0,0.0
E000298,U019,2026-03-06T02:08:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000299,U015,2026-03-06T02:09:00,file_access,RES-003,1,12,DEV-013,0,0,,,0,0.0
E000300,U012,2026-03-06T02:19:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000301,U006,2026-03-06T02:27:00,file_access,RES-047,0,19,DEV-015,0,0,,,0,0.0
E000302,U019,2026-03-06T02:30:00,transaction,,0,0,DEV-024,0,0,,BEN-021,0,167.01
E000303,U013,2026-03-06T02:51:00,login,,0,0,DEV-001,0,0,,,0,0.0
E000304,U012,2026-03-06T02:59:00,transaction,,0,0,DEV-028,0,0,,BEN-006,0,953.49
E000305,U015,2026-03-06T03:01:00,file_access,RES-022,0,6,DEV-013,0,0,,,0,0.0
E000306,U006,2026-03-06T03:29:00,file_access,RES-034,0,20,DEV-015,0,0,,,0,0.0
E000307,U019,2026-03-06T03:31:00,file_access,RES-048,0,19,DEV-024,0,0,,,0,0.0
E000308,U012,2026-03-06T04:02:00,file_access,RES-009,1,9,DEV-028,0,0,,,0,0.0
E000309,U013,2026-03-06T04:18:00,file_access,RES-012,0,2,DEV-001,0,0,,,0,0.0
E000310,U013,2026-03-06T04:27:00,file_access,RES-006,1,17,DEV-001,0,0,,,0,0.0
E000311,U015,2026-03-06T04:52:00,transaction,,0,0,DEV-013,0,0,,BEN-015,0,0
E000312,U013,2026-03-06T04:53:00,transaction,,0,0,DEV-001,0,0,,BEN-020,0,401.91
E000313,U002,2026-03-06T07:19:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000314,U002,2026-03-06T07:37:00,file_access,RES-057,0,5,DEV-015,0,0,,,0,0.0
E000315,U002,2026-03-06T07:57:00,file_access,RES-008,1,4,DEV-015,0,0,,,0,0.0
E000316,U011,2026-03-06T08:13:00,login,,0,0,DEV-009,0,0,,,0,0.0
E000317,U004,2026-03-06T08:45:00,login,,0,0,DEV-003,0,0,,,0,0.0
E000318,U004,2026-03-06T08:58:00,file_access,RES-027,0,14,DEV-003,0,0,,,0,0.0
E000319,U002,2026-03-06T08:59:00,file_access,RES-036,0,5,DEV-015,0,0,,,0,0.0
E000320,U011,2026-03-06T09:10:00,file_access,RES-022,0,15,DEV-009,0,0,,,0,0.0
E000321,U011,2026-03-06T09:15:00,file_access,RES-057,0,8,DEV-009,0,0,,,0,0.0
E000322,U007,2026-03-06T09:29:00,login,,0,0,DEV-005,0,0,,,0,0.0
E000323,U002,2026-03-06T10:03:00,transaction,,0,0,DEV-015,0,0,,BEN-022,0,161.68
E000324,U007,2026-03-06T10:08:00,file_access,RES-033,0,18,DEV-005,0,0,,,0,0.0
E000325,U007,2026-03-06T10:12:00,file_access,RES-045,0,13,DEV-005,0,0,,,0,0.0
E000326,U007,2026-03-06T10:37:00,file_access,RES-029,0,3,DEV-005,0,0,,,0,0.0
E000327,U018,2026-03-06T10:50:00,login,,0,0,DEV-039,0,0,,,0,0.0
E000328,U017,2026-03-06T10:52:00,login,,0,0,DEV-032,0,0,,,0,0.0
E000329,U004,2026-03-06T10:54:00,transaction,,0,0,DEV-003,0,0,,BEN-014,0,1465.52
E000330,U014,2026-03-06T10:57:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000331,U017,2026-03-06T11:07:00,file_access,RES-003,1,19,DEV-032,0,0,,,0,0.0
E000332,U018,2026-03-06T11:10:00,transaction,,0,0,DEV-039,0,0,,BEN-011,0,529.59
E000333,U018,2026-03-06T11:20:00,file_access,RES-039,0,17,DEV-039,0,0,,,0,0.0
E000334,U007,2026-03-06T11:29:00,transaction,,0,0,DEV-005,0,0,,BEN-024,0,32.22
E000335,U011,2026-03-06T11:29:00,transaction,,0,0,DEV-009,0,0,,BEN-004,0,147.88
E000336,U014,2026-03-06T11:49:00,file_access,RES-044,0,19,DEV-017,0,0,,,0,0.0
E000337,U009,2026-03-06T12:00:00,login,,0,0,DEV-014,0,0,,,0,0.0
E000338,U018,2026-03-06T12:06:00,file_access,RES-024,0,5,DEV-039,0,0,,,0,0.0
E000339,U005,2026-03-06T13:06:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000340,U009,2026-03-06T13:08:00,transaction,,0,0,DEV-014,0,0,,BEN-021,0,0
E000341,U005,2026-03-06T13:14:00,file_access,RES-020,0,19,DEV-024,0,0,,,0,0.0
E000342,U009,2026-03-06T13:22:00,file_access,RES-048,0,16,DEV-014,0,0,,,0,0.0
E000343,U003,2026-03-06T13:34:00,login,,0,0,DEV-018,0,0,,,0,0.0
E000344,U009,2026-03-06T13:51:00,file_access,RES-058,0,10,DEV-014,0,0,,,0,0.0
E000345,U009,2026-03-06T13:55:00,file_access,RES-044,0,2,DEV-014,0,0,,,0,0.0
E000346,U005,2026-03-06T14:01:00,file_access,RES-046,0,7,DEV-024,0,0,,,0,0.0
E000347,U020,2026-03-06T14:03:00,login,,0,0,DEV-038,0,0,,,0,0.0
E000348,U008,2026-03-06T14:12:00,login,,0,0,DEV-036,0,0,,,0,0.0
E000349,U008,2026-03-06T14:22:00,file_access,RES-021,0,16,DEV-036,0,0,,,0,0.0
E000350,U010,2026-03-06T14:22:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000351,U020,2026-03-06T14:23:00,file_access,RES-030,0,10,DEV-038,0,0,,,0,0.0
E000352,U003,2026-03-06T14:25:00,file_access,RES-028,0,3,DEV-018,0,0,,,0,0.0
E000353,U020,2026-03-06T14:28:00,file_access,RES-026,0,17,DEV-038,0,0,,,0,0.0
E000354,U005,2026-03-06T14:37:00,file_access,RES-059,0,13,DEV-024,0,0,,,0,0.0
E000355,U008,2026-03-06T14:46:00,file_access,RES-055,0,14,DEV-036,0,0,,,0,0.0
E000356,U008,2026-03-06T14:47:00,file_access,RES-037,0,13,DEV-036,0,0,,,0,0.0
E000357,U003,2026-03-06T15:04:00,file_access,RES-059,0,11,DEV-018,0,0,,,0,0.0
E000358,U003,2026-03-06T15:11:00,file_access,RES-048,0,7,DEV-018,0,0,,,0,0.0
E000359,U010,2026-03-06T15:17:00,file_access,RES-018,0,7,DEV-017,0,0,,,0,0.0
E000360,U008,2026-03-06T15:59:00,transaction,,0,0,DEV-036,0,0,,BEN-027,0,453.88
E000361,U020,2026-03-06T16:02:00,file_access,RES-057,0,10,DEV-038,0,0,,,0,0.0
E000362,U005,2026-03-06T16:12:00,transaction,,0,0,DEV-024,0,0,,BEN-023,0,94.6
E000363,U003,2026-03-06T16:33:00,transaction,,0,0,DEV-018,0,0,,BEN-010,0,476.96
E000364,U020,2026-03-06T16:56:00,transaction,,0,0,DEV-038,0,0,,BEN-020,0,420.73
E000365,U006,2026-03-07T01:06:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000366,U013,2026-03-07T01:10:00,login,,0,0,DEV-001,0,0,,,0,0.0
E000367,U019,2026-03-07T01:14:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000368,U006,2026-03-07T01:19:00,transaction,,0,0,DEV-015,0,0,,BEN-002,0,93.43
E000369,U019,2026-03-07T01:31:00,file_access,RES-027,0,11,DEV-024,0,0,,,0,0.0
E000370,U013,2026-03-07T01:33:00,transaction,,0,0,DEV-001,0,0,,BEN-003,0,282.63
E000371,U006,2026-03-07T01:48:00,file_access,RES-015,0,12,DEV-015,0,0,,,0,0.0
E000372,U019,2026-03-07T01:49:00,transaction,,0,0,DEV-024,0,0,,BEN-018,0,276.68
E000373,U013,2026-03-07T02:02:00,file_access,RES-059,0,10,DEV-001,0,0,,,0,0.0
E000374,U013,2026-03-07T02:04:00,file_access,RES-027,0,11,DEV-001,0,0,,,0,0.0
E000375,U015,2026-03-07T02:11:00,login,,0,0,DEV-013,0,0,,,0,0.0
E000376,U015,2026-03-07T02:24:00,file_access,RES-046,0,15,DEV-013,0,0,,,0,0.0
E000377,U012,2026-03-07T03:08:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000378,U015,2026-03-07T03:12:00,transaction,,0,0,DEV-013,0,0,,BEN-002,0,265.38
E000379,U012,2026-03-07T04:17:00,file_access,RES-036,0,12,DEV-028,0,0,,,0,0.0
E000380,U012,2026-03-07T04:21:00,file_access,RES-046,0,8,DEV-028,0,0,,,0,0.0
E000381,U012,2026-03-07T06:27:00,transaction,,0,0,DEV-028,0,0,,BEN-003,0,557.62
E000382,U011,2026-03-07T08:09:00,login,,0,0,DEV-009,0,0,,,0,0.0
E000383,U002,2026-03-07T08:16:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000384,U002,2026-03-07T08:32:00,file_access,RES-041,0,14,DEV-015,0,0,,,0,0.0
E000385,U016,2026-03-07T08:33:00,login,,0,0,DEV-008,0,0,,,0,0.0
E000386,U001,2026-03-07T08:41:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000387,U007,2026-03-07T08:43:00,login,,0,0,DEV-005,0,0,,,0,0.0
E000388,U002,2026-03-07T08:59:00,transaction,,0,0,DEV-015,0,0,,BEN-024,0,0
E000389,U001,2026-03-07T09:07:00,file_access,RES-027,0,16,DEV-028,0,0,,,0,0.0
E000390,U011,2026-03-07T09:09:00,file_access,RES-007,1,12,DEV-009,0,0,,,0,0.0
E000391,U011,2026-03-07T09:14:00,file_access,RES-005,1,3,DEV-009,0,0,,,0,0.0
E000392,U009,2026-03-07T09:16:00,login,,0,0,DEV-014,0,0,,,0,0.0
E000393,U002,2026-03-07T09:23:00,file_access,RES-017,0,2,DEV-015,0,0,,,0,0.0
E000394,U014,2026-03-07T09:33:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000395,U017,2026-03-07T09:36:00,login,,0,0,DEV-032,0,0,,,0,0.0
E000396,U007,2026-03-07T09:48:00,file_access,RES-034,0,15,DEV-005,0,0,,,0,0.0
E000397,U016,2026-03-07T09:49:00,file_access,RES-008,1,9,DEV-008,0,0,,,0,0.0
E000398,U014,2026-03-07T09:56:00,transaction,,0,0,DEV-017,0,0,,BEN-021,0,250.14
E000399,U014,2026-03-07T09:58:00,file_access,RES-053,0,7,DEV-017,0,0,,,0,0.0
E000400,U009,2026-03-07T10:00:00,file_access,RES-051,0,15,DEV-014,0,0,,,0,0.0
E000401,U011,2026-03-07T10:00:00,file_access,RES-006,1,3,DEV-009,0,0,,,0,0.0
E000402,U007,2026-03-07T10:01:00,file_access,RES-003,1,6,DEV-005,0,0,,,0,0.0
E000403,U007,2026-03-07T10:03:00,file_access,RES-002,1,9,DEV-005,0,0,,,0,0.0
E000404,U002,2026-03-07T10:07:00,file_access,RES-018,0,2,DEV-015,0,0,,,0,0.0
E000405,U016,2026-03-07T10:17:00,file_access,RES-017,0,15,DEV-008,0,0,,,0,0.0
E000406,U001,2026-03-07T10:22:00,file_access,RES-055,0,8,DEV-028,0,0,,,0,0.0
E000407,U001,2026-03-07T10:33:00,file_access,RES-001,1,3,DEV-028,0,0,,,0,0.0
E000408,U018,2026-03-07T10:33:00,login,,0,0,DEV-039,0,0,,,0,0.0
E000409,U009,2026-03-07T10:41:00,file_access,RES-007,1,2,DEV-014,0,0,,,0,0.0
E000410,U017,2026-03-07T10:44:00,file_access,RES-057,0,18,DEV-032,0,0,,,0,0.0
E000411,U018,2026-03-07T10:55:00,file_access,RES-021,0,20,DEV-039,0,0,,,0,0.0
E000412,U009,2026-03-07T10:57:00,file_access,RES-047,0,5,DEV-014,0,0,,,0,0.0
E000413,U018,2026-03-07T10:57:00,file_access,RES-039,0,17,DEV-039,0,0,,,0,0.0
E000414,U009,2026-03-07T10:59:00,transaction,,0,0,DEV-014,0,0,,BEN-010,0,8.34
E000415,U017,2026-03-07T11:00:00,file_access,RES-041,0,1,DEV-032,0,0,,,0,0.0
E000416,U016,2026-03-07T11:19:00,transaction,,0,0,DEV-008,0,0,,BEN-016,0,2643.53
E000417,U014,2026-03-07T11:20:00,file_access,RES-039,0,5,DEV-017,0,0,,,0,0.0
E000418,U018,2026-03-07T12:23:00,transaction,,0,0,DEV-039,0,0,,BEN-010,0,649.88
E000419,U020,2026-03-07T13:14:00,login,,0,0,DEV-038,0,0,,,0,0.0
E000420,U003,2026-03-07T13:32:00,login,,0,0,DEV-018,0,0,,,0,0.0
E000421,U020,2026-03-07T13:36:00,file_access,RES-031,0,5,DEV-038,0,0,,,0,0.0
E000422,U005,2026-03-07T13:49:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000423,U010,2026-03-07T14:05:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000424,U010,2026-03-07T14:12:00,file_access,RES-004,1,11,DEV-017,0,0,,,0,0.0
E000425,U003,2026-03-07T14:28:00,file_access,RES-045,0,10,DEV-018,0,0,,,0,0.0
E000426,U003,2026-03-07T14:31:00,transaction,,0,0,DEV-018,0,0,,BEN-022,0,158.73
E000427,U010,2026-03-07T14:37:00,file_access,RES-042,0,20,DEV-017,0,0,,,0,0.0
E000428,U008,2026-03-07T14:41:00,login,,0,0,DEV-036,0,0,,,0,0.0
E000429,U010,2026-03-07T14:41:00,file_access,RES-009,1,19,DEV-017,0,0,,,0,0.0
E000430,U003,2026-03-07T15:02:00,file_access,RES-027,0,11,DEV-018,0,0,,,0,0.0
E000431,U005,2026-03-07T15:27:00,transaction,,0,0,DEV-024,0,0,,BEN-003,0,0
E000432,U005,2026-03-07T15:37:00,file_access,RES-008,1,19,DEV-024,0,0,,,0,0.0
E000433,U005,2026-03-07T15:42:00,file_access,RES-044,0,20,DEV-024,0,0,,,0,0.0
E000434,U008,2026-03-07T15:49:00,file_access,RES-003,1,5,DEV-036,0,0,,,0,0.0
E000435,U020,2026-03-07T15:59:00,transaction,,0,0,DEV-038,0,0,,BEN-016,0,316.71
E000436,U010,2026-03-07T16:36:00,transaction,,0,0,DEV-017,0,0,,BEN-007,0,0
E000437,U008,2026-03-07T17:22:00,transaction,,0,0,DEV-036,0,0,,BEN-028,0,616.1
E000438,U006,2026-03-08T01:03:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000439,U006,2026-03-08T01:21:00,file_access,RES-056,0,1,DEV-015,0,0,,,0,0.0
E000440,U013,2026-03-08T01:21:00,login,,0,0,DEV-001,0,0,,,0,0.0
E000441,U006,2026-03-08T01:45:00,file_access,RES-045,0,5,DEV-015,0,0,,,0,0.0
E000442,U019,2026-03-08T01:59:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000443,U015,2026-03-08T02:20:00,login,,0,0,DEV-013,0,0,,,0,0.0
E000444,U006,2026-03-08T02:29:00,file_access,RES-056,0,16,DEV-015,0,0,,,0,0.0
E000445,U013,2026-03-08T02:37:00,file_access,RES-044,0,13,DEV-001,0,0,,,0,0.0
E000446,U019,2026-03-08T02:56:00,file_access,RES-042,0,16,DEV-024,0,0,,,0,0.0
E000447,U019,2026-03-08T03:00:00,transaction,,0,0,DEV-024,0,0,,BEN-010,0,354.09
E000448,U015,2026-03-08T03:18:00,transaction,,0,0,DEV-013,0,0,,BEN-010,0,0
E000449,U015,2026-03-08T03:25:00,file_access,RES-017,0,2,DEV-013,0,0,,,0,0.0
E000450,U015,2026-03-08T03:30:00,file_access,RES-026,0,18,DEV-013,0,0,,,0,0.0
E000451,U012,2026-03-08T03:55:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000452,U013,2026-03-08T04:36:00,transaction,,0,0,DEV-001,0,0,,BEN-020,0,446.36
E000453,U012,2026-03-08T04:51:00,file_access,RES-046,0,14,DEV-028,0,0,,,0,0.0
E000454,U012,2026-03-08T05:13:00,file_access,RES-028,0,19,DEV-028,0,0,,,0,0.0
E000455,U012,2026-03-08T05:48:00,transaction,,0,0,DEV-028,0,0,,BEN-026,0,743.9
E000456,U004,2026-03-08T07:44:00,login,,0,0,DEV-003,0,0,,,0,0.0
E000457,U002,2026-03-08T07:45:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000458,U004,2026-03-08T07:55:00,transaction,,0,0,DEV-003,0,0,,BEN-012,0,1392.03
E000459,U001,2026-03-08T07:57:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000460,U002,2026-03-08T07:59:00,file_access,RES-057,0,5,DEV-015,0,0,,,0,0.0
E000461,U001,2026-03-08T08:23:00,file_access,RES-025,0,1,DEV-028,0,0,,,0,0.0
E000462,U017,2026-03-08T08:43:00,login,,0,0,DEV-032,0,0,,,0,0.0
E000463,U014,2026-03-08T08:45:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000464,U014,2026-03-08T09:00:00,file_access,RES-049,0,6,DEV-017,0,0,,,0,0.0
E000465,U002,2026-03-08T09:01:00,file_access,RES-001,1,4,DEV-015,0,0,,,0,0.0
E000466,U014,2026-03-08T09:24:00,file_access,RES-029,0,17,DEV-017,0,0,,,0,0.0
E000467,U009,2026-03-08T09:26:00,login,,0,0,DEV-014,0,0,,,0,0.0
E000468,U017,2026-03-08T09:26:00,file_access,RES-030,0,3,DEV-032,0,0,,,0,0.0
E000469,U002,2026-03-08T09:29:00,transaction,,0,0,DEV-015,0,0,,BEN-005,0,0
E000470,U007,2026-03-08T09:37:00,login,,0,0,DEV-005,0,0,,,0,0.0
E000471,U011,2026-03-08T09:37:00,login,,0,0,DEV-009,0,0,,,0,0.0
E000472,U004,2026-03-08T09:38:00,file_access,RES-057,0,19,DEV-003,0,0,,,0,0.0
E000473,U007,2026-03-08T09:53:00,file_access,RES-031,0,12,DEV-005,0,0,,,0,0.0
E000474,U009,2026-03-08T09:56:00,file_access,RES-009,1,18,DEV-014,0,0,,,0,0.0
E000475,U016,2026-03-08T10:08:00,login,,0,0,DEV-008,0,0,,,0,0.0
E000476,U017,2026-03-08T10:16:00,file_access,RES-004,1,6,DEV-032,0,0,,,0,0.0
E000477,U018,2026-03-08T10:32:00,login,,0,0,DEV-039,0,0,,,0,0.0
E000478,U011,2026-03-08T10:34:00,file_access,RES-023,0,14,DEV-009,0,0,,,0,0.0
E000479,U014,2026-03-08T10:38:00,file_access,RES-008,1,10,DEV-017,0,0,,,0,0.0
E000480,U014,2026-03-08T10:46:00,transaction,,0,0,DEV-017,0,0,,BEN-003,0,397.2
E000481,U011,2026-03-08T10:53:00,file_access,RES-022,0,4,DEV-009,0,0,,,0,0.0
E000482,U007,2026-03-08T11:03:00,file_access,RES-053,0,16,DEV-005,0,0,,,0,0.0
E000483,U007,2026-03-08T11:09:00,transaction,,0,0,DEV-005,0,0,,BEN-011,0,0
E000484,U016,2026-03-08T11:10:00,file_access,RES-012,0,15,DEV-008,0,0,,,0,0.0
E000485,U018,2026-03-08T11:15:00,file_access,RES-031,0,1,DEV-039,0,0,,,0,0.0
E000486,U018,2026-03-08T11:24:00,file_access,RES-022,0,4,DEV-039,0,0,,,0,0.0
E000487,U011,2026-03-08T11:33:00,file_access,RES-059,0,2,DEV-009,0,0,,,0,0.0
E000488,U018,2026-03-08T11:45:00,file_access,RES-032,0,19,DEV-039,0,0,,,0,0.0
E000489,U010,2026-03-08T13:14:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000490,U010,2026-03-08T13:19:00,file_access,RES-018,0,5,DEV-017,0,0,,,0,0.0
E000491,U005,2026-03-08T13:32:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000492,U005,2026-03-08T14:20:00,file_access,RES-001,1,14,DEV-024,0,0,,,0,0.0
E000493,U008,2026-03-08T14:28:00,login,,0,0,DEV-036,0,0,,,0,0.0
E000494,U005,2026-03-08T14:32:00,file_access,RES-024,0,15,DEV-024,0,0,,,0,0.0
E000495,U003,2026-03-08T14:47:00,login,,0,0,DEV-018,0,0,,,0,0.0
E000496,U020,2026-03-08T14:48:00,login,,0,0,DEV-038,0,0,,,0,0.0
E000497,U003,2026-03-08T14:57:00,transaction,,0,0,DEV-018,0,0,,BEN-026,0,355.25
E000498,U010,2026-03-08T14:58:00,file_access,RES-010,0,20,DEV-017,0,0,,,0,0.0
E000499,U008,2026-03-08T15:14:00,transaction,,0,0,DEV-036,0,0,,BEN-005,0,432.43
E000500,U005,2026-03-08T15:22:00,file_access,RES-032,0,4,DEV-024,0,0,,,0,0.0
E000501,U005,2026-03-08T15:33:00,transaction,,0,0,DEV-024,0,0,,BEN-021,0,122.37
E000502,U008,2026-03-08T15:40:00,file_access,RES-059,0,15,DEV-036,0,0,,,0,0.0
E000503,U003,2026-03-08T16:10:00,file_access,RES-037,0,10,DEV-018,0,0,,,0,0.0
E000504,U020,2026-03-08T16:30:00,file_access,RES-016,0,20,DEV-038,0,0,,,0,0.0
E000505,U020,2026-03-08T16:35:00,file_access,RES-043,0,7,DEV-038,0,0,,,0,0.0
E000506,U020,2026-03-08T16:44:00,file_access,RES-051,0,3,DEV-038,0,0,,,0,0.0
E000507,U020,2026-03-08T17:13:00,transaction,,0,0,DEV-038,0,0,,BEN-019,0,372.65
E000508,U013,2026-03-09T00:55:00,login,,0,0,DEV-001,0,0,,,0,0.0
E000509,U006,2026-03-09T01:11:00,login,,0,0,DEV-015,0,0,,,0,0.0
E000510,U006,2026-03-09T01:37:00,transaction,,0,0,DEV-015,0,0,,BEN-013,0,145.1
E000511,U019,2026-03-09T01:41:00,login,,0,0,DEV-024,0,0,,,0,0.0
E000512,U013,2026-03-09T01:42:00,file_access,RES-006,1,19,DEV-001,0,0,,,0,0.0
E000513,U006,2026-03-09T01:48:00,file_access,RES-056,0,16,DEV-015,0,0,,,0,0.0
E000514,U015,2026-03-09T01:55:00,login,,0,0,DEV-013,0,0,,,0,0.0
E000515,U013,2026-03-09T02:34:00,transaction,,0,0,DEV-001,0,0,,BEN-022,0,159.53
E000516,U015,2026-03-09T02:42:00,file_access,RES-018,0,4,DEV-013,0,0,,,0,0.0
E000517,U019,2026-03-09T03:24:00,file_access,RES-006,1,19,DEV-024,0,0,,,0,0.0
E000518,U012,2026-03-09T03:39:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000519,U015,2026-03-09T03:42:00,file_access,RES-024,0,14,DEV-013,0,0,,,0,0.0
E000520,U015,2026-03-09T03:43:00,transaction,,0,0,DEV-013,0,0,,BEN-011,0,782.46
E000521,U015,2026-03-09T03:53:00,file_access,RES-026,0,15,DEV-013,0,0,,,0,0.0
E000522,U012,2026-03-09T03:55:00,file_access,RES-028,0,4,DEV-028,0,0,,,0,0.0
E000523,U019,2026-03-09T05:00:00,transaction,,0,0,DEV-024,0,0,,BEN-006,0,226.64
E000524,U012,2026-03-09T05:30:00,file_access,RES-045,0,12,DEV-028,0,0,,,0,0.0
E000525,U012,2026-03-09T06:19:00,transaction,,0,0,DEV-028,0,0,,BEN-028,0,418.55
E000526,U004,2026-03-09T06:53:00,login,,0,0,DEV-003,0,0,,,0,0.0
E000527,U011,2026-03-09T07:13:00,login,,0,0,DEV-009,0,0,,,0,0.0
E000528,U007,2026-03-09T07:31:00,login,,0,0,DEV-005,0,0,,,0,0.0
E000529,U007,2026-03-09T07:40:00,file_access,RES-030,0,3,DEV-005,0,0,,,0,0.0
E000530,U004,2026-03-09T08:06:00,file_access,RES-048,0,18,DEV-003,0,0,,,0,0.0
E000531,U009,2026-03-09T08:10:00,login,,0,0,DEV-014,0,0,,,0,0.0
E000532,U004,2026-03-09T08:12:00,transaction,,0,0,DEV-003,0,0,,BEN-014,0,1434.13
E000533,U001,2026-03-09T08:27:00,login,,0,0,DEV-028,0,0,,,0,0.0
E000534,U004,2026-03-09T08:40:00,file_access,RES-039,0,8,DEV-003,0,0,,,0,0.0
E000535,U011,2026-03-09T08:42:00,file_access,RES-031,0,8,DEV-009,0,0,,,0,0.0
E000536,U001,2026-03-09T08:51:00,file_access,RES-013,0,10,DEV-028,0,0,,,0,0.0
E000537,U001,2026-03-09T08:51:00,transaction,,0,0,DEV-028,0,0,,BEN-019,0,0
E000538,U007,2026-03-09T09:00:00,file_access,RES-026,0,18,DEV-005,0,0,,,0,0.0
E000539,U007,2026-03-09T09:03:00,transaction,,0,0,DEV-005,0,0,,BEN-028,0,543.09
E000540,U014,2026-03-09T09:22:00,login,,0,0,DEV-017,0,0,,,0,0.0
E000541,U009,2026-03-09T09:50:00,file_access,RES-056,0,11,DEV-014,0,0,,,0,0.0
E000542,U001,2026-03-09T09:56:00,file_access,RES-046,0,16,DEV-028,0,0,,,0,0.0
E000543,U009,2026-03-09T10:00:00,file_access,RES-031,0,10,DEV-014,0,0,,,0,0.0
E000544,U001,2026-03-09T10:05:00,file_access,RES-051,0,18,DEV-028,0,0,,,0,0.0
E000545,U017,2026-03-09T10:13:00,login,,0,0,DEV-032,0,0,,,0,0.0
E000546,U014,2026-03-09T10:20:00,file_access,RES-004,1,13,DEV-017,0,0,,,0,0.0
E000547,U014,2026-03-09T10:32:00,transaction,,0,0,DEV-017,0,0,,BEN-013,0,273.81
E000548,U016,2026-03-09T10:42:00,login,,0,0,DEV-008,0,0,,,0,0.0
E000549,U018,2026-03-09T10:44:00,login,,0,0,DEV-039,0,0,,,0,0.0
E000550,U018,2026-03-09T10:52:00,file_access,RES-039,0,16,DEV-039,0,0,,,0,0.0
E000551,U018,2026-03-09T11:22:00,file_access,RES-042,0,19,DEV-039,0,0,,,0,0.0
E000552,U017,2026-03-09T11:35:00,file_access,RES-010,0,11,DEV-032,0,0,,,0,0.0
E000553,U018,2026-03-09T11:37:00,transaction,,0,0,DEV-039,0,0,,BEN-017,0,307.56
E000554,U016,2026-03-09T11:56:00,file_access,RES-019,0,10,DEV-008,0,0,,,0,0.0
E000555,U018,2026-03-09T12:02:00,file_access,RES-015,0,2,DEV-039,0,0,,,0,0.0
E000556,U017,2026-03-09T12:08:00,file_access,RES-046,0,11,DEV-032,0,0,,,0,0.0
E000557,U016,2026-03-09T12:17:00,file_access,RES-005,1,18,DEV-008,0,0,,,0,0.0
E000558,U020,2026-03-09T13:07:00,login,,0,0,DEV-038,0,0,,,0,0.0
