event_id,user_id,timestamp,event_type,m13_risk_score,m13_risk_level,m13_attack_prediction,m13_detection_confidence,m14_attack_stage,m14_suspicious_event,m14_campaign_id,campaign_event_count,campaign_users,campaign_stages,campaign_duration_minutes,campaign_progression_score,campaign_risk_score,campaign_risk_level,campaign_confidence,attack_chain_detected,m14_final_risk_score,m14_final_risk_level,m14_campaign_explanation,m14_recommended_action
E000074,U015,,login,9.26,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,9.26,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000375,U015,,login,9.26,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,9.26,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000182,U011,,transaction,9.17,LOW,0,24.21,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,9.17,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000547,U014,,transaction,9.09,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,9.09,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000634,U002,,transaction,8.97,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.97,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000016,U013,,transaction,8.86,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.86,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000603,U002,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000246,U011,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000174,U011,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000457,U002,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000527,U011,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000173,U002,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000456,U004,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000175,U004,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000313,U002,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000459,U001,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000602,U004,,login,8.83,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000094,U012,,transaction,8.79,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.79,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000539,U007,,transaction,8.63,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.63,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000196,U007,,transaction,8.52,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.52,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000052,U007,,transaction,8.29,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.29,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000088,U019,,transaction,8.08,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,8.08,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000210,U003,,transaction,7.98,LOW,0,17.16,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.98,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000573,U008,,transaction,7.84,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.84,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000532,U004,,transaction,7.79,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.79,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000150,U003,,transaction,7.78,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.78,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000648,U008,,transaction,7.77,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.77,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000726,U010,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000350,U010,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000563,U003,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000283,U003,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000139,U010,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000721,U005,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000058,U005,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000723,U003,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000495,U003,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000423,U010,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000054,U010,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000213,U010,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000282,U010,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000212,U005,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000562,U005,,login,7.76,LOW,0,23.76,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000138,U008,,transaction,7.75,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.75,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000418,U018,,transaction,7.74,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.74,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000576,U003,,transaction,7.71,LOW,0,17.16,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.71,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000329,U004,,transaction,7.69,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.69,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000109,U016,,transaction,7.6,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.6,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000553,U018,,transaction,7.6,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.6,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000630,U016,,transaction,7.56,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.56,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000435,U020,,transaction,7.55,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.55,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000120,U004,,transaction,7.55,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.55,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000263,U004,,transaction,7.55,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.55,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000636,U018,,transaction,7.54,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000360,U008,,transaction,7.5,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000499,U008,,transaction,7.49,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.49,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000294,U008,,transaction,7.45,LOW,0,17.03,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.45,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000475,U016,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000255,U001,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000395,U017,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000116,U017,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000683,U016,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000531,U009,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000548,U016,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000614,U018,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000183,U018,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000024,U018,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000688,U018,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000385,U016,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000017,U016,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000609,U016,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000178,U016,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000694,U004,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000387,U007,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000189,U017,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000463,U014,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000682,U009,,login,7.33,LOW,0,18.44,INITIAL_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,7.33,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000447,U019,,transaction,3.04,LOW,0,0.12,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,3.04,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000083,U015,,transaction,2.97,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.97,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000156,U015,,transaction,2.97,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.97,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000678,U015,,transaction,2.94,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.94,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000596,U012,,transaction,2.91,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.91,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000245,U015,,transaction,2.9,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.9,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000668,U013,,transaction,2.83,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.83,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000455,U012,,transaction,2.81,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.81,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000510,U006,,transaction,2.78,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.78,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000084,U015,,file_access,2.77,LOW,0,0.25,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.77,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000370,U013,,transaction,2.76,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.76,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000241,U012,,transaction,2.75,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.75,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000368,U006,,transaction,2.7,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.7,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000169,U012,,transaction,2.69,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.69,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000240,U013,,transaction,2.69,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.69,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000381,U012,,transaction,2.68,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.68,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000244,U006,,transaction,2.64,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.64,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000166,U015,,file_access,2.63,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.63,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000161,U019,,transaction,2.62,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000372,U019,,transaction,2.62,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.62,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000378,U015,,transaction,2.6,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.6,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000243,U019,,transaction,2.6,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.6,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000525,U012,,transaction,2.59,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.59,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000093,U013,,transaction,2.59,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.59,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000601,U015,,transaction,2.58,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.58,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000595,U013,,transaction,2.57,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.57,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000515,U013,,transaction,2.54,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.54,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000523,U019,,transaction,2.53,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.53,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000302,U019,,transaction,2.51,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.51,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000310,U013,,file_access,2.5,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.5,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000157,U013,,transaction,2.46,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.46,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000675,U019,,transaction,2.45,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.45,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000398,U014,,transaction,2.41,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.41,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000015,U015,,transaction,2.39,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.39,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000299,U015,,file_access,2.34,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.34,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000160,U015,,file_access,2.34,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.34,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000315,U002,,file_access,2.34,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.34,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000517,U019,,file_access,2.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000598,U015,,file_access,2.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000308,U012,,file_access,2.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000512,U013,,file_access,2.3,LOW,0,0.0,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.3,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000086,U015,,file_access,2.0,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.0,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000450,U015,,file_access,2.0,LOW,0,0.12,DATA_ACCESS,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.0,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
E000501,U005,,transaction,2.0,LOW,0,0.0,IMPACT,0,NONE,0.0,0.0,NONE,0.0,0.0,0.0,LOW,0.0,0,2.0,LOW,NO ATTACK CAMPAIGN DETECTED,CONTINUE MONITORING
