event_id,user_id,event_type,m2_behavior_score,ml_attack_probability,ml_attack_prediction,isolation_risk_score,isolation_forest_prediction,off_hours_flag,weekend_activity_flag,event_velocity_score,transaction_ratio_to_user_average,transaction_spike_score,attack_stage_score,sequence_progression_score,contextual_risk_score,m2_risk_normalized,ml_risk_normalized,isolation_risk_normalized,contextual_risk_normalized,sequence_risk_normalized,attack_stage_normalized,contextual_signal_count,m12_risk_score,m12_risk_level,m12_attack_prediction,model_agreement,m12_security_alert,m12_detection_explanation
E000518,U012,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000592,U012,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000007,U013,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000073,U019,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000587,U013,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000074,U015,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000443,U015,login,2.1,0.0,0,47.529471395831344,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,2,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000227,U019,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000662,U015,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000589,U015,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000298,U019,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000377,U012,login,2.1,0.0,0,47.529471395831344,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,2,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000451,U012,login,2.1,0.0,0,47.529471395831344,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,2,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000078,U012,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000075,U006,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000229,U006,login,2.1,0.0,0,47.529471395831344,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.021,0.0,0.47529471395831346,0.15,0.0,0.0,1,9.26,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000182,U011,transaction,3.0,0.0,0,48.42236583867139,0,0,0,0.0,0.6,6.0,20.0,4.9,5.2,0.03,0.0,0.4842236583867139,0.052000000000000005,0.049,1.0,2,9.17,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000547,U014,transaction,4.5,0.0,0,34.06114428205439,0,0,0,2.58,4.91,49.1,20.0,11.75,14.59,0.045,0.0,0.34061144282054395,0.1459,0.1175,1.0,3,9.09,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000634,U002,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,4.88,48.8,20.0,11.32,13.76,0.045,0.0,0.34061144282054395,0.1376,0.11320000000000001,1.0,3,8.97,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000016,U013,transaction,4.5,0.0,0,34.06114428205439,0,1,0,0.0,0.3,3.0,20.0,4.45,19.6,0.045,0.0,0.34061144282054395,0.196,0.044500000000000005,1.0,3,8.86,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000173,U002,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000602,U004,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000313,U002,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000175,U004,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000246,U011,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000603,U002,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000459,U001,login,6.0,0.0,0,36.87150867763505,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,2,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000457,U002,login,6.0,0.0,0,36.87150867763505,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,2,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000527,U011,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000456,U004,login,6.0,0.0,0,36.87150867763505,0,1,1,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,2,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity; Weekend activity
E000174,U011,login,6.0,0.0,0,36.87150867763505,0,1,0,0.0,0.0,0.0,0.0,0.0,15.0,0.06,0.0,0.3687150867763505,0.15,0.0,0.0,1,8.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000094,U012,transaction,4.5,0.0,0,34.06114428205439,0,1,0,0.0,0.09,0.9,20.0,4.14,19.18,0.045,0.0,0.34061144282054395,0.1918,0.0414,1.0,3,8.79,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000539,U007,transaction,4.5,0.0,0,34.06114428205439,0,0,0,6.58,3.06,30.6,20.0,9.58,12.09,0.045,0.0,0.34061144282054395,0.1209,0.0958,1.0,3,8.63,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000196,U007,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.83,3.49,34.9,20.0,9.36,11.23,0.045,0.0,0.34061144282054395,0.11230000000000001,0.09359999999999999,1.0,3,8.52,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000052,U007,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,2.93,29.3,20.0,8.4,9.86,0.045,0.0,0.34061144282054395,0.0986,0.084,1.0,3,8.29,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000088,U019,transaction,4.5,0.0,0,34.06114428205439,0,1,0,2.58,0.0,0.0,0.0,0.39,15.77,0.045,0.0,0.34061144282054395,0.1577,0.0039000000000000003,0.0,2,8.08,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Off-hours activity
E000210,U003,transaction,4.5,0.25,0,34.06114428205439,0,0,0,3.42,1.37,13.7,20.0,6.57,7.77,0.045,0.0025,0.34061144282054395,0.07769999999999999,0.06570000000000001,1.0,3,7.98,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000573,U008,transaction,4.5,0.0,0,34.06114428205439,0,0,0,2.58,1.33,13.3,20.0,6.38,7.43,0.045,0.0,0.34061144282054395,0.07429999999999999,0.0638,1.0,3,7.84,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000532,U004,transaction,4.5,0.0,0,34.06114428205439,0,0,0,2.58,1.19,11.9,20.0,6.17,7.15,0.045,0.0,0.34061144282054395,0.07150000000000001,0.0617,1.0,3,7.79,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000150,U003,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,1.48,14.8,20.0,6.22,6.96,0.045,0.0,0.34061144282054395,0.0696,0.0622,1.0,3,7.78,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000648,U008,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,1.46,14.6,20.0,6.19,6.92,0.045,0.0,0.34061144282054395,0.0692,0.061900000000000004,1.0,3,7.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000058,U005,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000495,U003,login,2.1,0.0,0,47.529471395831344,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,1,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000726,U010,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000212,U005,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000723,U003,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000139,U010,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000721,U005,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000562,U005,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000350,U010,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000213,U010,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000283,U003,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000054,U010,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000282,U010,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000423,U010,login,2.1,0.0,0,47.529471395831344,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,1,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000563,U003,login,2.1,0.0,0,47.529471395831344,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.0,0.47529471395831346,0.0,0.0,0.0,0,7.76,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000138,U008,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.83,1.29,12.9,20.0,6.06,6.83,0.045,0.0,0.34061144282054395,0.0683,0.060599999999999994,1.0,3,7.75,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000418,U018,transaction,4.5,0.0,0,34.06114428205439,0,0,1,0.0,1.37,13.7,20.0,6.06,6.74,0.045,0.0,0.34061144282054395,0.0674,0.060599999999999994,1.0,4,7.74,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected; Weekend activity
E000576,U003,transaction,4.5,0.25,0,34.06114428205439,0,0,0,3.42,0.61,6.1,20.0,5.43,6.25,0.045,0.0025,0.34061144282054395,0.0625,0.054299999999999994,1.0,2,7.71,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000329,U004,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,1.22,12.2,20.0,5.83,6.44,0.045,0.0,0.34061144282054395,0.0644,0.0583,1.0,3,7.69,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000109,U016,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.83,0.87,8.7,20.0,5.43,5.99,0.045,0.0,0.34061144282054395,0.0599,0.054299999999999994,1.0,2,7.6,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000553,U018,transaction,4.5,0.0,0,34.06114428205439,0,0,0,2.58,0.65,6.5,20.0,5.36,6.07,0.045,0.0,0.34061144282054395,0.060700000000000004,0.0536,1.0,2,7.6,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000630,U016,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,0.87,8.7,20.0,5.3,5.74,0.045,0.0,0.34061144282054395,0.0574,0.053,1.0,2,7.56,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000263,U004,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,0.84,8.4,20.0,5.26,5.68,0.045,0.0,0.34061144282054395,0.056799999999999996,0.0526,1.0,2,7.55,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000435,U020,transaction,4.5,0.0,0,34.06114428205439,0,0,1,0.0,0.84,8.4,20.0,5.26,5.68,0.045,0.0,0.34061144282054395,0.056799999999999996,0.0526,1.0,3,7.55,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected; Weekend activity
E000120,U004,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,0.83,8.3,20.0,5.24,5.66,0.045,0.0,0.34061144282054395,0.056600000000000004,0.0524,1.0,2,7.55,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000636,U018,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.83,0.7,7.0,20.0,5.17,5.65,0.045,0.0,0.34061144282054395,0.0565,0.051699999999999996,1.0,2,7.54,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000360,U008,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,0.69,6.9,20.0,5.04,5.38,0.045,0.0,0.34061144282054395,0.0538,0.0504,1.0,2,7.5,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000499,U008,transaction,4.5,0.0,0,34.06114428205439,0,0,1,0.0,0.66,6.6,20.0,4.99,5.32,0.045,0.0,0.34061144282054395,0.053200000000000004,0.0499,1.0,3,7.49,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected; Weekend activity
E000294,U008,transaction,4.5,0.0,0,34.06114428205439,0,0,0,0.0,0.54,5.4,20.0,4.81,5.08,0.045,0.0,0.34061144282054395,0.0508,0.0481,1.0,2,7.45,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Attack-stage activity detected
E000463,U014,login,6.0,0.0,0,36.87150867763505,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,1,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000116,U017,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000683,U016,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000395,U017,login,6.0,0.0,0,36.87150867763505,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,1,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000387,U007,login,6.0,0.0,0,36.87150867763505,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,1,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000531,U009,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000688,U018,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000255,U001,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000385,U016,login,6.0,0.0,0,36.87150867763505,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,1,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000682,U009,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000017,U016,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000614,U018,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000189,U017,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000548,U016,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000609,U016,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000475,U016,login,6.0,0.0,0,36.87150867763505,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,1,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Weekend activity
E000178,U016,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000183,U018,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000694,U004,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000024,U018,login,6.0,0.0,0,36.87150867763505,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.3687150867763505,0.0,0.0,0.0,0,7.33,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,No significant security indicators
E000447,U019,transaction,0.0,0.25,0,0.0,0,1,1,6.58,1.03,10.3,20.0,6.53,23.03,0.0,0.0025,0.0,0.2303,0.0653,1.0,5,3.04,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity; Weekend activity
E000083,U015,transaction,0.0,0.0,0,0.0,0,1,0,0.83,1.81,18.1,20.0,6.84,22.87,0.0,0.0,0.0,0.22870000000000001,0.0684,1.0,4,2.97,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000156,U015,transaction,0.0,0.0,0,0.0,0,1,0,0.83,1.82,18.2,20.0,6.85,22.89,0.0,0.0,0.0,0.2289,0.06849999999999999,1.0,4,2.97,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000678,U015,transaction,0.0,0.0,0,0.0,0,1,0,0.0,1.83,18.3,20.0,6.74,22.66,0.0,0.0,0.0,0.2266,0.0674,1.0,4,2.94,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000596,U012,transaction,0.0,0.0,0,0.0,0,1,0,2.58,1.41,14.1,20.0,6.5,22.59,0.0,0.0,0.0,0.2259,0.065,1.0,4,2.91,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000245,U015,transaction,0.0,0.0,0,0.0,0,1,0,0.0,1.7,17.0,20.0,6.55,22.4,0.0,0.0,0.0,0.22399999999999998,0.0655,1.0,4,2.9,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
E000668,U013,transaction,0.0,0.0,0,0.0,0,1,0,0.0,1.51,15.1,20.0,6.26,22.02,0.0,0.0,0.0,0.2202,0.0626,1.0,4,2.83,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION,Elevated contextual risk; Attack-stage activity detected; Off-hours activity
