event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount,exceeds_limit_flag,session_duration_minutes
E0256,U014,2026-03-05T08:50:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,45.0
E0257,U006,2026-03-05T08:51:00,login,,0,0,DEV-013,0,0,,,0,0.0,0,0.0
E0258,U007,2026-03-05T08:52:00,file_access,RES-019,0,1,DEV-007,0,0,,,0,0.0,0,0.0
E0259,U003,2026-03-05T08:58:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,82.0
E0260,U012,2026-03-05T08:59:00,logout,,0,0,DEV-011,0,0,,,0,0.0,0,58.0
E0261,U013,2026-03-05T08:59:00,file_access,RES-019,0,3,DEV-007,0,0,,,0,0.0,0,0.0
E0262,U017,2026-03-05T09:07:00,logout,,0,0,DEV-015,0,0,,,0,0.0,0,68.0
E0263,U011,2026-03-05T09:10:00,file_access,RES-019,0,5,DEV-018,0,0,,,0,0.0,0,0.0
E0264,U001,2026-03-05T09:13:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0265,U016,2026-03-05T09:18:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,99.0
E0266,U009,2026-03-05T09:19:00,transaction,,0,0,DEV-012,0,0,,BEN-009,0,311.2,0,0.0
E0267,U010,2026-03-05T09:26:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0268,U021,2026-03-05T09:26:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0269,U019,2026-03-05T09:35:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0270,U007,2026-03-05T09:36:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,94.0
E0271,U006,2026-03-05T09:38:00,file_access,RES-013,0,5,DEV-013,0,0,,,0,0.0,0,0.0
E0272,U008,2026-03-05T09:43:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0273,U019,2026-03-05T09:48:00,file_access,RES-015,0,8,DEV-001,0,0,,,0,0.0,0,0.0
E0274,U011,2026-03-05T09:50:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,93.0
E0275,U013,2026-03-05T09:50:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,65.0
E0276,U001,2026-03-05T09:52:00,file_access,RES-010,0,12,DEV-018,0,0,,,0,0.0,0,0.0
E0277,U010,2026-03-05T09:57:00,file_access,RES-016,0,9,DEV-006,0,0,,,0,0.0,0,0.0
E0278,U020,2026-03-05T10:00:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0279,U008,2026-03-05T10:01:00,file_access,RES-022,0,8,DEV-008,0,0,,,0,0.0,0,0.0
E0280,U010,2026-03-05T10:05:00,transaction,,0,0,DEV-006,0,0,,BEN-013,0,550.06,0,0.0
E0281,U009,2026-03-05T10:07:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,120.0
E0282,U015,2026-03-05T10:23:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0283,U020,2026-03-05T10:23:00,file_access,RES-015,0,14,DEV-004,0,0,,,0,0.0,0,0.0
E0284,U021,2026-03-05T10:26:00,file_access,RES-010,0,2,DEV-006,0,0,,,0,0.0,0,0.0
E0285,U006,2026-03-05T10:27:00,transaction,,0,0,DEV-013,0,0,,BEN-002,0,743.55,0,0.0
E0286,U019,2026-03-05T10:29:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,54.0
E0287,U001,2026-03-05T10:32:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,79.0
E0288,U002,2026-03-05T10:34:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0289,U008,2026-03-05T10:36:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,53.0
E0290,U022,2026-03-05T10:36:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0291,U004,2026-03-05T10:39:00,login,,0,0,DEV-005,0,0,,,0,0.0,0,0.0
E0292,U015,2026-03-05T10:39:00,file_access,RES-015,0,1,DEV-012,0,0,,,0,0.0,0,0.0
E0293,U021,2026-03-05T10:47:00,transaction,,0,0,DEV-006,0,0,,BEN-006,0,303.38,0,0.0
E0294,U010,2026-03-05T10:52:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,86.0
E0295,U020,2026-03-05T10:54:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,54.0
E0296,U015,2026-03-05T10:57:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,34.0
E0297,U006,2026-03-05T11:01:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,130.0
E0298,U022,2026-03-05T11:24:00,file_access,RES-011,0,3,DEV-001,0,0,,,0,0.0,0,0.0
E0299,U002,2026-03-05T11:32:00,file_access,RES-006,0,2,DEV-001,0,0,,,0,0.0,0,0.0
E0300,U004,2026-03-05T11:35:00,file_access,RES-022,0,1,DEV-005,0,0,,,0,0.0,0,0.0
E0301,U021,2026-03-05T11:36:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,130.0
E0302,U002,2026-03-05T11:49:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,75.0
E0303,U022,2026-03-05T12:08:00,transaction,,0,0,DEV-001,0,0,,BEN-004,0,166.32,0,0.0
E0304,U004,2026-03-05T12:20:00,logout,,0,0,DEV-005,0,0,,,0,0.0,0,101.0
E0305,U022,2026-03-05T12:49:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,133.0
E0306,U025,2026-03-05T13:23:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0307,U025,2026-03-05T13:34:00,file_access,RES-013,0,8,DEV-018,0,0,,,0,0.0,0,0.0
E0308,U025,2026-03-05T14:14:00,transaction,,0,0,DEV-018,0,0,,BEN-006,0,56.53,0,0.0
E0309,U024,2026-03-05T14:47:00,login,,0,0,DEV-003,0,0,,,0,0.0,0,0.0
E0310,U025,2026-03-05T15:03:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,100.0
E0311,U024,2026-03-05T15:18:00,file_access,RES-011,0,4,DEV-003,0,0,,,0,0.0,0,0.0
E0312,U024,2026-03-05T15:57:00,transaction,,0,0,DEV-003,0,0,,BEN-009,0,365.72,0,0.0
E0313,U024,2026-03-05T16:24:00,logout,,0,0,DEV-003,0,0,,,0,0.0,0,97.0
E0314,U003,2026-03-06T07:13:00,login,,0,0,DEV-009,0,0,,,0,0.0,0,0.0
E0315,U017,2026-03-06T07:17:00,login,,0,0,DEV-015,0,0,,,0,0.0,0,0.0
E0316,U002,2026-03-06T07:25:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0317,U002,2026-03-06T07:33:00,file_access,RES-011,0,7,DEV-001,0,0,,,0,0.0,0,0.0
E0318,U016,2026-03-06T07:39:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0319,U007,2026-03-06T07:47:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0
E0320,U003,2026-03-06T08:00:00,file_access,RES-016,0,4,DEV-009,0,0,,,0,0.0,0,0.0
E0321,U002,2026-03-06T08:02:00,transaction,,0,0,DEV-001,0,0,,BEN-005,0,247.78,0,0.0
E0322,U022,2026-03-06T08:09:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0323,U003,2026-03-06T08:13:00,transaction,,0,0,DEV-009,0,0,,BEN-011,0,659.36,0,0.0
E0324,U017,2026-03-06T08:14:00,file_access,RES-010,0,2,DEV-015,0,0,,,0,0.0,0,0.0
E0325,U002,2026-03-06T08:26:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,61.0
E0326,U022,2026-03-06T08:28:00,file_access,RES-020,0,11,DEV-001,0,0,,,0,0.0,0,0.0
E0327,U016,2026-03-06T08:31:00,file_access,RES-009,0,13,DEV-004,0,0,,,0,0.0,0,0.0
E0328,U005,2026-03-06T08:35:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0329,U018,2026-03-06T08:37:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0330,U007,2026-03-06T08:39:00,file_access,RES-012,0,6,DEV-007,0,0,,,0,0.0,0,0.0
E0331,U012,2026-03-06T08:44:00,login,,0,0,DEV-011,0,0,,,0,0.0,0,0.0
E0332,U005,2026-03-06T08:49:00,file_access,RES-019,0,3,DEV-012,0,0,,,0,0.0,0,0.0
E0333,U016,2026-03-06T08:49:00,transaction,,0,0,DEV-004,0,0,,BEN-005,0,364.87,0,0.0
E0334,U022,2026-03-06T08:49:00,transaction,,0,0,DEV-001,0,0,,BEN-008,0,26.76,0,0.0
E0335,U013,2026-03-06T08:51:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0
E0336,U023,2026-03-06T08:55:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0337,U010,2026-03-06T09:01:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0338,U015,2026-03-06T09:03:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0339,U003,2026-03-06T09:04:00,logout,,0,0,DEV-009,0,0,,,0,0.0,0,111.0
E0340,U016,2026-03-06T09:04:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,85.0
E0341,U001,2026-03-06T09:06:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0342,U004,2026-03-06T09:08:00,login,,0,0,DEV-005,0,0,,,0,0.0,0,0.0
E0343,U017,2026-03-06T09:09:00,transaction,,0,0,DEV-015,0,0,,BEN-010,0,234.07,0,0.0
E0344,U018,2026-03-06T09:09:00,file_access,RES-021,0,2,DEV-018,0,0,,,0,0.0,0,0.0
E0345,U001,2026-03-06T09:17:00,file_access,RES-019,0,6,DEV-018,0,0,,,0,0.0,0,0.0
E0346,U005,2026-03-06T09:17:00,transaction,,0,0,DEV-012,0,0,,BEN-014,0,318.92,0,0.0
E0347,U022,2026-03-06T09:17:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,68.0
E0348,U007,2026-03-06T09:26:00,transaction,,0,0,DEV-007,0,0,,BEN-011,0,1429.73,0,0.0
E0349,U005,2026-03-06T09:28:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,53.0
E0350,U004,2026-03-06T09:29:00,file_access,RES-009,0,15,DEV-005,0,0,,,0,0.0,0,0.0
E0351,U013,2026-03-06T09:30:00,file_access,RES-021,0,8,DEV-007,0,0,,,0,0.0,0,0.0
E0352,U017,2026-03-06T09:37:00,logout,,0,0,DEV-015,0,0,,,0,0.0,0,140.0
E0353,U018,2026-03-06T09:40:00,transaction,,0,0,DEV-018,0,0,,BEN-006,0,140.86,0,0.0
E0354,U019,2026-03-06T09:40:00,login,,0,0,DEV-001,0,0,,,0,0.0,0,0.0
E0355,U008,2026-03-06T09:42:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0356,U012,2026-03-06T09:42:00,file_access,RES-013,0,2,DEV-011,0,0,,,0,0.0,0,0.0
E0357,U007,2026-03-06T09:43:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,116.0
E0358,U015,2026-03-06T09:43:00,file_access,RES-015,0,12,DEV-012,0,0,,,0,0.0,0,0.0
E0359,U023,2026-03-06T09:43:00,file_access,RES-007,0,15,DEV-008,0,0,,,0,0.0,0,0.0
E0360,U014,2026-03-06T09:50:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0
E0361,U001,2026-03-06T09:51:00,transaction,,0,0,DEV-018,0,0,,BEN-014,0,187.42,0,0.0
E0362,U006,2026-03-06T09:52:00,login,,0,0,DEV-013,0,0,,,0,0.0,0,0.0
E0363,U021,2026-03-06T09:54:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0
E0364,U014,2026-03-06T09:56:00,file_access,RES-008,0,5,DEV-008,0,0,,,0,0.0,0,0.0
E0365,U010,2026-03-06T10:00:00,file_access,RES-024,0,7,DEV-006,0,0,,,0,0.0,0,0.0
E0366,U001,2026-03-06T10:04:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,58.0
E0367,U004,2026-03-06T10:09:00,transaction,,0,0,DEV-005,0,0,,BEN-003,0,1632.24,0,0.0
E0368,U018,2026-03-06T10:10:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,93.0
E0369,U012,2026-03-06T10:11:00,logout,,0,0,DEV-011,0,0,,,0,0.0,0,87.0
E0370,U013,2026-03-06T10:21:00,transaction,,0,0,DEV-007,0,0,,BEN-004,0,184.51,0,0.0
E0371,U019,2026-03-06T10:23:00,file_access,RES-013,0,12,DEV-001,0,0,,,0,0.0,0,0.0
E0372,U023,2026-03-06T10:24:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,89.0
E0373,U006,2026-03-06T10:26:00,file_access,RES-017,0,5,DEV-013,0,0,,,0,0.0,0,0.0
E0374,U008,2026-03-06T10:27:00,file_access,RES-016,0,2,DEV-008,0,0,,,0,0.0,0,0.0
E0375,U010,2026-03-06T10:27:00,transaction,,0,0,DEV-006,0,0,,BEN-014,0,490.4,0,0.0
E0376,U015,2026-03-06T10:33:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,90.0
E0377,U004,2026-03-06T10:36:00,logout,,0,0,DEV-005,0,0,,,0,0.0,0,88.0
E0378,U021,2026-03-06T10:42:00,file_access,RES-023,0,7,DEV-006,0,0,,,0,0.0,0,0.0
E0379,U014,2026-03-06T10:45:00,transaction,,0,0,DEV-008,0,0,,BEN-004,0,341.28,0,0.0
E0380,U006,2026-03-06T10:50:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,58.0
E0381,U009,2026-03-06T10:52:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0
E0382,U008,2026-03-06T11:01:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,79.0
E0383,U010,2026-03-06T11:03:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,122.0
E0384,U019,2026-03-06T11:03:00,transaction,,0,0,DEV-001,0,0,,BEN-004,0,560.87,0,0.0
E0385,U014,2026-03-06T11:14:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,84.0
E0386,U019,2026-03-06T11:20:00,logout,,0,0,DEV-001,0,0,,,0,0.0,0,100.0
E0387,U020,2026-03-06T11:22:00,login,,0,0,DEV-004,0,0,,,0,0.0,0,0.0
E0388,U013,2026-03-06T11:24:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,153.0
E0389,U021,2026-03-06T11:32:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,98.0
E0390,U009,2026-03-06T11:43:00,file_access,RES-022,0,7,DEV-012,0,0,,,0,0.0,0,0.0
E0391,U020,2026-03-06T11:48:00,file_access,RES-023,0,13,DEV-004,0,0,,,0,0.0,0,0.0
E0392,U020,2026-03-06T12:12:00,logout,,0,0,DEV-004,0,0,,,0,0.0,0,50.0
E0393,U009,2026-03-06T12:28:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,96.0
E0394,U024,2026-03-06T13:53:00,login,,0,0,DEV-003,0,0,,,0,0.0,0,0.0
E0395,U024,2026-03-06T14:08:00,file_access,RES-014,0,15,DEV-003,0,0,,,0,0.0,0,0.0
E0396,U024,2026-03-06T14:48:00,logout,,0,0,DEV-003,0,0,,,0,0.0,0,55.0
E0397,U025,2026-03-06T14:52:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0398,U025,2026-03-06T15:26:00,file_access,RES-015,0,11,DEV-018,0,0,,,0,0.0,0,0.0
E0399,U025,2026-03-06T15:39:00,transaction,,0,0,DEV-018,0,0,,BEN-001,0,169.46,0,0.0
E0400,U025,2026-03-06T15:51:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,59.0
E0401,U004,2026-03-07T01:45:00,login,,0,0,DEV-019,1,0,,,0,0.0,0,0.0
E0402,U004,2026-03-07T01:52:00,file_access,RES-004,1,500,DEV-019,0,0,,,0,0.0,0,0.0
E0403,U003,2026-03-07T02:13:00,login,,0,0,DEV-004,1,0,,,0,0.0,0,0.0
E0404,U003,2026-03-07T02:19:00,file_access,RES-002,1,469,DEV-004,0,0,,,0,0.0,0,0.0
E0405,U003,2026-03-07T02:25:00,permission_change,,0,0,DEV-004,0,1,elevated,,0,0.0,0,0.0
E0406,U003,2026-03-07T02:31:00,beneficiary_change,,0,0,DEV-004,0,0,,BEN-009,1,0.0,0,0.0
E0407,U003,2026-03-07T02:37:00,transaction,,0,0,DEV-004,0,0,,BEN-009,1,6799.12,1,0.0
E0408,U003,2026-03-07T02:43:00,data_export,RES-002,1,3519,DEV-004,0,0,,,0,0.0,0,0.0
E0409,U001,2026-03-07T09:00:00,login,,0,0,DEV-018,0,0,,,0,0.0,0,0.0
E0410,U001,2026-03-07T09:08:00,file_access,RES-015,0,8,DEV-018,0,0,,,0,0.0,0,0.0
E0411,U001,2026-03-07T09:16:00,transaction,,0,0,DEV-018,0,0,,BEN-002,0,166.96,0,0.0
E0412,U001,2026-03-07T09:45:00,logout,,0,0,DEV-018,0,0,,,0,0.0,0,45.0
