event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount,exceeds_limit_flag,session_duration_minutes,role,actor_type,peer_group_id,typical_login_hour,login_hour_spread,avg_session_minutes,avg_txn_amount,txn_amount_spread,transaction_limit,home_device,event_hour,login_hour_difference,login_risk,device_risk,transaction_risk,resource_risk,permission_risk,beneficiary_risk,session_risk,behavior_risk,sequence_risk,context_risk,final_risk,alert_level
E0189,U005,2026-03-04 09:34:00,transaction,,0,0,DEV-012,0,0,,BEN-003,0,319.37,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,9,0.46171559473102874,0,0,30,0,0,0,0,7.5,0,0,5.25,LOW
E0198,U005,2026-03-04 10:01:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,86.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,10,1.4617155947310287,30,0,0,0,0,0,90,9.0,0,0,6.3,LOW
E0328,U005,2026-03-06 08:35:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,8,0.5382844052689713,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0332,U005,2026-03-06 08:49:00,file_access,RES-019,0,3,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,8,0.5382844052689713,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0346,U005,2026-03-06 09:17:00,transaction,,0,0,DEV-012,0,0,,BEN-014,0,318.92,0,0.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,9,0.46171559473102874,0,0,30,0,0,0,0,7.5,0,0,5.25,LOW
E0349,U005,2026-03-06 09:28:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,53.0,analyst,employee,PG5,8.538284405268971,1.0344458903045668,24.08841106079395,213.9781901912012,73.07752565815541,800.0,DEV-012,9,0.46171559473102874,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0016,U006,2026-03-02 08:13:00,login,,0,0,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,8,1.5093150784172273,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0028,U006,2026-03-02 09:01:00,file_access,RES-013,0,11,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,9,0.5093150784172273,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0051,U006,2026-03-02 09:55:00,transaction,,0,0,DEV-013,0,0,,BEN-010,0,170.32,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,9,0.5093150784172273,0,0,30,0,0,0,0,7.5,0,0,5.25,LOW
E0067,U006,2026-03-02 10:52:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,159.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,10,0.49068492158277266,0,0,0,0,0,0,90,4.5,0,0,3.15,LOW
E0101,U006,2026-03-03 08:59:00,login,,0,0,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,8,1.5093150784172273,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0107,U006,2026-03-03 09:19:00,file_access,RES-011,0,13,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,9,0.5093150784172273,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0122,U006,2026-03-03 09:55:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,56.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,9,0.5093150784172273,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0257,U006,2026-03-05 08:51:00,login,,0,0,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,8,1.5093150784172273,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0271,U006,2026-03-05 09:38:00,file_access,RES-013,0,5,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,9,0.5093150784172273,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0285,U006,2026-03-05 10:27:00,transaction,,0,0,DEV-013,0,0,,BEN-002,0,743.55,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,10,0.49068492158277266,0,0,60,0,0,0,0,15.0,0,0,10.5,LOW
E0297,U006,2026-03-05 11:01:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,130.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,11,1.4906849215827727,30,0,0,0,0,0,60,7.5,0,0,5.25,LOW
E0362,U006,2026-03-06 09:52:00,login,,0,0,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,9,0.5093150784172273,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0373,U006,2026-03-06 10:26:00,file_access,RES-017,0,5,DEV-013,0,0,,,0,0.0,0,0.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,10,0.49068492158277266,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0380,U006,2026-03-06 10:50:00,logout,,0,0,DEV-013,0,0,,,0,0.0,0,58.0,manager,employee,PG6,9.509315078417227,1.064989791292066,49.18927146775272,448.54825944555546,146.7738916775245,1500.0,DEV-013,10,0.49068492158277266,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0009,U007,2026-03-02 07:42:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,7,1.1970004951961446,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0011,U007,2026-03-02 07:59:00,file_access,RES-018,0,6,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,7,1.1970004951961446,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0014,U007,2026-03-02 08:08:00,transaction,,0,0,DEV-007,0,0,,BEN-011,0,1397.73,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,8,0.1970004951961446,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0025,U007,2026-03-02 08:50:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,68.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,8,0.1970004951961446,0,0,0,0,0,0,30,1.5,0,0,1.05,LOW
E0100,U007,2026-03-03 08:53:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,8,0.1970004951961446,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0113,U007,2026-03-03 09:32:00,file_access,RES-016,0,1,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,9,0.8029995048038554,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0120,U007,2026-03-03 09:53:00,transaction,,0,0,DEV-007,0,0,,BEN-005,0,1421.25,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,9,0.8029995048038554,30,0,30,0,0,0,0,12.0,0,0,8.4,LOW
E0124,U007,2026-03-03 10:05:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,72.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,10,1.8029995048038554,60,0,0,0,0,0,30,10.5,0,0,7.35,LOW
E0182,U007,2026-03-04 09:27:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,9,0.8029995048038554,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0195,U007,2026-03-04 09:54:00,file_access,RES-016,0,7,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,9,0.8029995048038554,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0210,U007,2026-03-04 10:36:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,69.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,10,1.8029995048038554,60,0,0,0,0,0,30,10.5,0,0,7.35,LOW
E0244,U007,2026-03-05 08:02:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,8,0.1970004951961446,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0258,U007,2026-03-05 08:52:00,file_access,RES-019,0,1,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,8,0.1970004951961446,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0270,U007,2026-03-05 09:36:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,94.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,9,0.8029995048038554,30,0,0,0,0,0,60,7.5,0,0,5.25,LOW
E0319,U007,2026-03-06 07:47:00,login,,0,0,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,7,1.1970004951961446,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0330,U007,2026-03-06 08:39:00,file_access,RES-012,0,6,DEV-007,0,0,,,0,0.0,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,8,0.1970004951961446,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0348,U007,2026-03-06 09:26:00,transaction,,0,0,DEV-007,0,0,,BEN-011,0,1429.73,0,0.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,9,0.8029995048038554,30,0,30,0,0,0,0,12.0,0,0,8.4,LOW
E0357,U007,2026-03-06 09:43:00,logout,,0,0,DEV-007,0,0,,,0,0.0,0,116.0,admin,employee,PG1,8.197000495196145,0.705224796984965,45.14559197977773,1339.6324471115297,73.39620314003719,3000.0,DEV-007,9,0.8029995048038554,30,0,0,0,0,0,60,7.5,0,0,5.25,LOW
E0034,U008,2026-03-02 09:19:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,9,0.7614295905373094,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0052,U008,2026-03-02 09:56:00,file_access,RES-015,0,11,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,9,0.7614295905373094,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0057,U008,2026-03-02 10:26:00,transaction,,0,0,DEV-008,0,0,,BEN-004,0,778.14,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0066,U008,2026-03-02 10:49:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,90.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,90,4.5,0,0,3.15,LOW
E0110,U008,2026-03-03 09:24:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,9,0.7614295905373094,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0128,U008,2026-03-03 10:12:00,file_access,RES-011,0,10,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0134,U008,2026-03-03 10:34:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,70.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0204,U008,2026-03-04 10:27:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0220,U008,2026-03-04 11:22:00,file_access,RES-024,0,10,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,11,1.2385704094626906,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0224,U008,2026-03-04 11:46:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,79.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,11,1.2385704094626906,60,0,0,0,0,0,60,12.0,0,0,8.4,LOW
E0272,U008,2026-03-05 09:43:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,9,0.7614295905373094,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0279,U008,2026-03-05 10:01:00,file_access,RES-022,0,8,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0289,U008,2026-03-05 10:36:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,53.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,30,1.5,0,0,1.05,LOW
E0355,U008,2026-03-06 09:42:00,login,,0,0,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,9,0.7614295905373094,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0374,U008,2026-03-06 10:27:00,file_access,RES-016,0,2,DEV-008,0,0,,,0,0.0,0,0.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,10,0.2385704094626906,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0382,U008,2026-03-06 11:01:00,logout,,0,0,DEV-008,0,0,,,0,0.0,0,79.0,finance_officer,employee,PG2,9.76142959053731,0.5320770685589635,29.115931026061872,794.5311126450572,39.5750372308353,5000.0,DEV-008,11,1.2385704094626906,60,0,0,0,0,0,60,12.0,0,0,8.4,LOW
E0035,U009,2026-03-02 09:19:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,9,1.1662091668881764,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0043,U009,2026-03-02 09:38:00,file_access,RES-012,0,3,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,9,1.1662091668881764,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0053,U009,2026-03-02 09:58:00,transaction,,0,0,DEV-012,0,0,,BEN-013,0,417.96,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,9,1.1662091668881764,30,0,30,0,0,0,0,12.0,0,0,8.4,LOW
E0056,U009,2026-03-02 10:12:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,53.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,10,0.16620916688817644,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0137,U009,2026-03-03 10:56:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,10,0.16620916688817644,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0147,U009,2026-03-03 11:41:00,file_access,RES-024,0,4,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,11,0.8337908331118236,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0148,U009,2026-03-03 12:15:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,79.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,12,1.8337908331118236,60,0,0,0,0,0,60,12.0,0,0,8.4,LOW
E0197,U009,2026-03-04 10:00:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,10,0.16620916688817644,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0215,U009,2026-03-04 10:53:00,file_access,RES-009,0,13,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,10,0.16620916688817644,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0216,U009,2026-03-04 11:09:00,transaction,,0,0,DEV-012,0,0,,BEN-013,0,422.53,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,11,0.8337908331118236,30,0,30,0,0,0,0,12.0,0,0,8.4,LOW
E0226,U009,2026-03-04 11:52:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,112.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,11,0.8337908331118236,30,0,0,0,0,0,60,7.5,0,0,5.25,LOW
E0247,U009,2026-03-05 08:07:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,8,2.1662091668881764,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0254,U009,2026-03-05 08:41:00,file_access,RES-010,0,13,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,8,2.1662091668881764,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0266,U009,2026-03-05 09:19:00,transaction,,0,0,DEV-012,0,0,,BEN-009,0,311.2,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,9,1.1662091668881764,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0281,U009,2026-03-05 10:07:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,120.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,10,0.16620916688817644,0,0,0,0,0,0,90,4.5,0,0,3.15,LOW
E0381,U009,2026-03-06 10:52:00,login,,0,0,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,10,0.16620916688817644,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0390,U009,2026-03-06 11:43:00,file_access,RES-022,0,7,DEV-012,0,0,,,0,0.0,0,0.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,11,0.8337908331118236,30,0,0,0,0,0,0,4.5,0,0,3.15,LOW
E0393,U009,2026-03-06 12:28:00,logout,,0,0,DEV-012,0,0,,,0,0.0,0,96.0,analyst,employee,PG3,10.166209166888176,0.7660883575274162,38.13641209473742,350.2331279922251,49.51849165873018,800.0,DEV-012,12,1.8337908331118236,60,0,0,0,0,0,60,12.0,0,0,8.4,LOW
E0006,U010,2026-03-02 07:10:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,7,1.5237675769287193,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0013,U010,2026-03-02 08:02:00,file_access,RES-021,0,8,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,8,0.5237675769287193,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0017,U010,2026-03-02 08:22:00,transaction,,0,0,DEV-006,0,0,,BEN-013,0,565.68,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,8,0.5237675769287193,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0030,U010,2026-03-02 09:05:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,115.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,9,0.47623242307128066,0,0,0,0,0,0,60,3.0,0,0,2.1,LOW
E0094,U010,2026-03-03 08:15:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,8,0.5237675769287193,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0099,U010,2026-03-03 08:37:00,file_access,RES-020,0,2,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,8,0.5237675769287193,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0103,U010,2026-03-03 09:02:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,47.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,9,0.47623242307128066,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0160,U010,2026-03-04 08:08:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,8,0.5237675769287193,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0164,U010,2026-03-04 08:22:00,file_access,RES-013,0,7,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,8,0.5237675769287193,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0179,U010,2026-03-04 09:17:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,69.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,9,0.47623242307128066,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0267,U010,2026-03-05 09:26:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,9,0.47623242307128066,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0277,U010,2026-03-05 09:57:00,file_access,RES-016,0,9,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,9,0.47623242307128066,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
E0280,U010,2026-03-05 10:05:00,transaction,,0,0,DEV-006,0,0,,BEN-013,0,550.06,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,10,1.4762324230712807,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0294,U010,2026-03-05 10:52:00,logout,,0,0,DEV-006,0,0,,,0,0.0,0,86.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,10,1.4762324230712807,60,0,0,0,0,0,0,9.0,0,0,6.3,LOW
E0337,U010,2026-03-06 09:01:00,login,,0,0,DEV-006,0,0,,,0,0.0,0,0.0,manager,employee,PG4,8.52376757692872,0.6868844754343794,57.46618350849976,521.2230004102857,103.09572068003858,1500.0,DEV-006,9,0.47623242307128066,0,0,0,0,0,0,0,0.0,0,0,0.0,LOW
