event_id,user_id,timestamp,event_type,m2_behavior_score,ml_attack_probability,ml_attack_prediction,isolation_risk_score,isolation_forest_prediction,m2_risk_normalized,ml_risk_normalized,isolation_risk_normalized,m9_risk_score,m9_risk_level,m9_attack_prediction,model_agreement,m9_security_alert
E000174,U011,2026-03-04 07:57:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000463,U014,2026-03-08 08:45:00,login,6.0,0.0,0,36.87150867763505,0,0.06,0.0,0.3687150867763505,9.77,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000360,U008,2026-03-06 15:59:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000109,U016,2026-03-03 09:28:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000630,U016,2026-03-10 10:48:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000634,U002,2026-03-10 10:59:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000150,U003,2026-03-03 16:40:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000553,U018,2026-03-09 11:37:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000499,U008,2026-03-08 15:14:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000636,U018,2026-03-10 11:04:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000480,U014,2026-03-08 10:46:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000088,U019,2026-03-03 03:56:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000532,U004,2026-03-09 08:12:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000458,U004,2026-03-08 07:55:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000210,U003,2026-03-04 14:39:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000329,U004,2026-03-06 10:54:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000294,U008,2026-03-05 16:48:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000547,U014,2026-03-09 10:32:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000094,U012,2026-03-03 05:40:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000435,U020,2026-03-07 15:59:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000520,U015,2026-03-09 03:43:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000016,U013,2026-03-02 05:20:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000138,U008,2026-03-03 14:16:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000304,U012,2026-03-06 02:59:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000576,U003,2026-03-09 15:59:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000196,U007,2026-03-04 10:44:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000573,U008,2026-03-09 15:38:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000452,U013,2026-03-08 04:36:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000418,U018,2026-03-07 12:23:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000648,U008,2026-03-10 14:43:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000120,U004,2026-03-03 10:10:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000052,U007,2026-03-02 12:14:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000312,U013,2026-03-06 04:53:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000099,U002,2026-03-03 08:43:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000539,U007,2026-03-09 09:03:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000190,U002,2026-03-04 10:04:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000706,U009,2026-03-11 10:53:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000014,U012,2026-03-02 04:14:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000263,U004,2026-03-05 10:43:00,transaction,4.5,0.0,0,34.06114428205439,0,0.045,0.0,0.34061144282054395,8.61,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000180,U004,2026-03-04 09:00:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000181,U004,2026-03-04 09:00:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000184,U004,2026-03-04 09:38:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000247,U004,2026-03-05 08:15:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000249,U004,2026-03-05 08:50:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000251,U004,2026-03-05 09:16:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000317,U004,2026-03-06 08:45:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000318,U004,2026-03-06 08:58:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000472,U004,2026-03-08 09:38:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000530,U004,2026-03-09 08:06:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000534,U004,2026-03-09 08:40:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000605,U004,2026-03-10 08:12:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000616,U004,2026-03-10 09:28:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000618,U004,2026-03-10 09:41:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000704,U004,2026-03-11 10:36:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000710,U004,2026-03-11 11:01:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000714,U004,2026-03-11 11:44:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000064,U005,2026-03-02 15:30:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000067,U005,2026-03-02 15:58:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000069,U005,2026-03-02 16:32:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000137,U005,2026-03-03 13:56:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000147,U005,2026-03-03 15:22:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000219,U005,2026-03-04 15:59:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000221,U005,2026-03-04 16:26:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000281,U005,2026-03-05 14:29:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000341,U005,2026-03-06 13:14:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000346,U005,2026-03-06 14:01:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000354,U005,2026-03-06 14:37:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000362,U005,2026-03-06 16:12:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000431,U005,2026-03-07 15:27:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000432,U005,2026-03-07 15:37:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000433,U005,2026-03-07 15:42:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000492,U005,2026-03-08 14:20:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000494,U005,2026-03-08 14:32:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000500,U005,2026-03-08 15:22:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000501,U005,2026-03-08 15:33:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000567,U005,2026-03-09 15:17:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000570,U005,2026-03-09 15:29:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000577,U005,2026-03-09 16:01:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000579,U005,2026-03-09 16:05:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000651,U005,2026-03-10 15:09:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000652,U005,2026-03-10 15:15:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000725,U005,2026-03-11 14:43:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000727,U005,2026-03-11 14:59:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000729,U005,2026-03-11 15:31:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000008,U006,2026-03-02 02:42:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000077,U006,2026-03-03 03:01:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000085,U006,2026-03-03 03:47:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000171,U006,2026-03-04 03:20:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000172,U006,2026-03-04 03:44:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000232,U006,2026-03-05 02:59:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000237,U006,2026-03-05 03:25:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000242,U006,2026-03-05 03:59:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000244,U006,2026-03-05 04:49:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000301,U006,2026-03-06 02:27:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000306,U006,2026-03-06 03:29:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000368,U006,2026-03-07 01:19:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000371,U006,2026-03-07 01:48:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000439,U006,2026-03-08 01:21:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000441,U006,2026-03-08 01:45:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000444,U006,2026-03-08 02:29:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000510,U006,2026-03-09 01:37:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000513,U006,2026-03-09 01:48:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000584,U006,2026-03-10 02:07:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000665,U006,2026-03-11 02:25:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000029,U007,2026-03-02 09:28:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000036,U007,2026-03-02 10:11:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000041,U007,2026-03-02 10:27:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000103,U007,2026-03-03 09:16:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000111,U007,2026-03-03 09:31:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000114,U007,2026-03-03 09:41:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000115,U007,2026-03-03 09:43:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000132,U007,2026-03-03 11:58:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000185,U007,2026-03-04 09:44:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000187,U007,2026-03-04 09:58:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000192,U007,2026-03-04 10:22:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000252,U007,2026-03-05 09:17:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000254,U007,2026-03-05 09:31:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000273,U007,2026-03-05 11:59:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000322,U007,2026-03-06 09:29:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000324,U007,2026-03-06 10:08:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000325,U007,2026-03-06 10:12:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000326,U007,2026-03-06 10:37:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000334,U007,2026-03-06 11:29:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000396,U007,2026-03-07 09:48:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000402,U007,2026-03-07 10:01:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000403,U007,2026-03-07 10:03:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000470,U007,2026-03-08 09:37:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000473,U007,2026-03-08 09:53:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000482,U007,2026-03-08 11:03:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000483,U007,2026-03-08 11:09:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000529,U007,2026-03-09 07:40:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000538,U007,2026-03-09 09:00:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000611,U007,2026-03-10 09:00:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000621,U007,2026-03-10 09:57:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000624,U007,2026-03-10 10:11:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000632,U007,2026-03-10 10:56:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000638,U007,2026-03-10 11:50:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000693,U007,2026-03-11 09:59:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000700,U007,2026-03-11 10:19:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000708,U007,2026-03-11 11:00:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000718,U007,2026-03-11 13:10:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000056,U008,2026-03-02 14:26:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000059,U008,2026-03-02 14:59:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000061,U008,2026-03-02 15:06:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000136,U008,2026-03-03 13:54:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000143,U008,2026-03-03 14:53:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000144,U008,2026-03-03 15:09:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000206,U008,2026-03-04 13:48:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000217,U008,2026-03-04 15:27:00,transaction,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000279,U008,2026-03-05 14:19:00,login,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000290,U008,2026-03-05 15:32:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
E000291,U008,2026-03-05 15:38:00,file_access,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,LOW,0,NO MODEL DETECTION,NO IMMEDIATE ACTION
