event_id,user_id,timestamp,event_type,resource_id,sensitive_resource_flag,records_accessed,device_id,new_device_flag,permission_change_flag,new_permission_level,beneficiary_id,new_beneficiary_flag,transaction_amount,role,actor_type,peer_group_id,typical_login_hour,login_hour_spread,avg_session_minutes,session_spread,avg_txn_amount,txn_amount_spread,avg_txn_per_day,home_device,event_hour,event_date,login_hour_difference,login_deviation_z,login_behavior_score,transaction_amount_z,transaction_behavior_score,session_behavior_score,session_duration_z,device_behavior_score,user_event_type_count,user_total_events,user_event_type_frequency,event_type_behavior_score,peer_login_mean,peer_login_std,peer_login_event_deviation,peer_login_score,peer_event_frequency,peer_event_score,peer_deviation_score,sequence_behavior_score,is_new_device_login,is_permission_change,is_sensitive_file_access,is_new_beneficiary,is_large_transaction,m2_behavior_score,m2_behavior_risk_level,off_hours_flag,weekend_activity_flag,time_since_previous_event_seconds,user_events_last_5min,user_events_last_15min,user_events_last_30min,event_velocity_score,transaction_ratio_to_user_average,transaction_spike_score,new_device_off_hours_flag,sensitive_new_device_flag,privilege_sensitive_access_flag,beneficiary_transaction_flag,attack_stage_score,sequence_progression_score,contextual_risk_score,is_attack,ml_attack_prediction,ml_attack_probability,ml_risk_level
E000375,U015,2026-03-07 02:11:00,login,,0,0,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,2,2026-03-07,0.0,0.0,0.0,0.9073255000736208,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.1714520776078357,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,1,76740.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000443,U015,2026-03-08 02:20:00,login,,0,0,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,2,2026-03-08,0.0,0.0,0.0,0.9073255000736208,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.1714520776078357,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,1,83280.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000212,U005,2026-03-04 14:42:00,login,,0,0,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,14,2026-03-04,0.0,0.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,10,38,0.2631578947368421,0.0,8.972677595628415,4.294683263006742,1.1705921243775068,30.0,0.273224043715847,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,0,0,84000.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000298,U019,2026-03-06 02:08:00,login,,0,0,DEV-024,0,0,,,0,0.0,admin,service_account,PG3,2.0,0.5,85.02394451015238,12.552651966358056,344.9338160498108,299.53214048669264,1.1969768999922874,DEV-024,2,2026-03-06,0.0,0.0,0.0,1.1515753050385429,0.0,0.0,0.0,0.0,10,34,0.2941176470588235,0.0,7.707446808510638,4.872112925153142,1.1714520776078357,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,0,77760.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000213,U010,2026-03-04 14:47:00,login,,0,0,DEV-017,0,0,,,0,0.0,manager,automated_system,PG2,14.0,0.5,42.02745165589346,11.5543866529488,197.8159505303321,370.0916564091903,1.3765555577621964,DEV-017,14,2026-03-04,0.0,0.0,0.0,0.5345052964707145,0.0,0.0,0.0,0.0,10,38,0.2631578947368421,0.0,9.209944751381215,4.253117875582253,1.1262455894108094,30.0,0.2651933701657458,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,0,0,79260.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000075,U006,2026-03-03 02:45:00,login,,0,0,DEV-015,0,0,,,0,0.0,manager,automated_system,PG2,2.0,0.5,69.32002853504464,5.458243836556623,113.94913782577343,151.2857872607375,0.2393759307708824,DEV-015,2,2026-03-03,0.0,0.0,0.0,0.7532045137153881,0.0,0.0,0.0,0.0,10,30,0.3333333333333333,0.0,9.209944751381215,4.253117875582253,1.6952139494591767,30.0,0.2651933701657458,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,0,86580.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000721,U005,2026-03-11 14:11:00,login,,0,0,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,14,2026-03-11,0.0,0.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,10,38,0.2631578947368421,0.0,8.972677595628415,4.294683263006742,1.1705921243775068,30.0,0.273224043715847,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,0,0,82560.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000283,U003,2026-03-05 14:46:00,login,,0,0,DEV-018,0,0,,,0,0.0,admin,service_account,PG3,14.0,0.5,39.47334957614639,13.69300320792934,379.4036835648837,105.88076073191156,1.2678431944605075,DEV-018,14,2026-03-05,0.0,0.0,0.0,3.58331089559819,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.2915450212582198,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,0,0,84420.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000589,U015,2026-03-10 02:31:00,login,,0,0,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,2,2026-03-10,0.0,0.0,0.0,0.9073255000736208,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.1714520776078357,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,0,81480.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000662,U015,2026-03-11 02:06:00,login,,0,0,DEV-013,0,0,,,0,0.0,admin,automated_system,PG3,2.0,0.5,55.53771722230277,6.06410822797705,312.6500967832088,344.58427186036346,1.5229886459329025,DEV-013,2,2026-03-11,0.0,0.0,0.0,0.9073255000736208,0.0,0.0,0.0,0.0,10,40,0.25,0.0,7.707446808510638,4.872112925153142,1.1714520776078357,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,0,75060.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000562,U005,2026-03-09 14:17:00,login,,0,0,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,14,2026-03-09,0.0,0.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,10,38,0.2631578947368421,0.0,8.972677595628415,4.294683263006742,1.1705921243775068,30.0,0.273224043715847,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,0,0,81840.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000078,U012,2026-03-03 03:05:00,login,,0,0,DEV-028,0,0,,,0,0.0,finance_officer,automated_system,PG4,3.0,0.5,26.36365885216557,5.471163754247346,507.0175649818456,269.6061145960815,2.3762380930888924,DEV-028,3,2026-03-03,0.0,0.0,0.0,1.8805862980572572,0.0,0.0,0.0,0.0,10,42,0.238095238095238,0.0,10.228260869565217,4.541498418788599,1.5916026392657614,30.0,0.2608695652173913,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,0,82260.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000350,U010,2026-03-06 14:22:00,login,,0,0,DEV-017,0,0,,,0,0.0,manager,automated_system,PG2,14.0,0.5,42.02745165589346,11.5543866529488,197.8159505303321,370.0916564091903,1.3765555577621964,DEV-017,14,2026-03-06,0.0,0.0,0.0,0.5345052964707145,0.0,0.0,0.0,0.0,10,38,0.2631578947368421,0.0,9.209944751381215,4.253117875582253,1.1262455894108094,30.0,0.2651933701657458,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,0,0,73980.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000377,U012,2026-03-07 03:08:00,login,,0,0,DEV-028,0,0,,,0,0.0,finance_officer,automated_system,PG4,3.0,0.5,26.36365885216557,5.471163754247346,507.0175649818456,269.6061145960815,2.3762380930888924,DEV-028,3,2026-03-07,0.0,0.0,0.0,1.8805862980572572,0.0,0.0,0.0,0.0,10,42,0.238095238095238,0.0,10.228260869565217,4.541498418788599,1.5916026392657614,30.0,0.2608695652173913,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,1,83160.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000451,U012,2026-03-08 03:55:00,login,,0,0,DEV-028,0,0,,,0,0.0,finance_officer,automated_system,PG4,3.0,0.5,26.36365885216557,5.471163754247346,507.0175649818456,269.6061145960815,2.3762380930888924,DEV-028,3,2026-03-08,0.0,0.0,0.0,1.8805862980572572,0.0,0.0,0.0,0.0,10,42,0.238095238095238,0.0,10.228260869565217,4.541498418788599,1.5916026392657614,30.0,0.2608695652173913,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,1,77280.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000227,U019,2026-03-05 02:05:00,login,,0,0,DEV-024,0,0,,,0,0.0,admin,service_account,PG3,2.0,0.5,85.02394451015238,12.552651966358056,344.9338160498108,299.53214048669264,1.1969768999922874,DEV-024,2,2026-03-05,0.0,0.0,0.0,1.1515753050385429,0.0,0.0,0.0,0.0,10,34,0.2941176470588235,0.0,7.707446808510638,4.872112925153142,1.1714520776078357,30.0,0.2606382978723404,0.0,21.0,0.0,False,False,False,False,False,2.1,LOW,1,0,86100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,15.0,0,0,0.0,LOW
E000180,U004,2026-03-04 09:00:00,file_access,RES-058,0,6,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,9,2026-03-04,0.4617155947310287,0.4463409822190778,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.2704527793038059,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,3720.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000181,U004,2026-03-04 09:00:00,file_access,RES-017,0,8,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,9,2026-03-04,0.4617155947310287,0.4463409822190778,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.2704527793038059,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000184,U004,2026-03-04 09:38:00,file_access,RES-056,0,16,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,9,2026-03-04,0.4617155947310287,0.4463409822190778,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.2704527793038059,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,2280.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000247,U004,2026-03-05 08:15:00,login,,0,0,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,8,2026-03-05,0.5382844052689713,0.5203601370686357,0.0,7.07307439980708,0.0,0.0,0.0,0.0,9,33,0.2727272727272727,0.0,10.228260869565217,4.541498418788599,0.4906444226307985,0.0,0.2608695652173913,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,81420.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000249,U004,2026-03-05 08:50:00,file_access,RES-018,0,11,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,8,2026-03-05,0.5382844052689713,0.5203601370686357,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.4906444226307985,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,2100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000251,U004,2026-03-05 09:16:00,file_access,RES-005,1,10,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,9,2026-03-05,0.4617155947310287,0.4463409822190778,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.2704527793038059,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,0,0,1560.0,0,0,1,0.83,0.0,0.0,0,0,0,0,20.0,4.12,4.25,0,0,0.0,LOW
E000317,U004,2026-03-06 08:45:00,login,,0,0,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,8,2026-03-06,0.5382844052689713,0.5203601370686357,0.0,7.07307439980708,0.0,0.0,0.0,0.0,9,33,0.2727272727272727,0.0,10.228260869565217,4.541498418788599,0.4906444226307985,0.0,0.2608695652173913,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,79320.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000318,U004,2026-03-06 08:58:00,file_access,RES-027,0,14,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,8,2026-03-06,0.5382844052689713,0.5203601370686357,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.4906444226307985,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,780.0,0,1,1,2.58,0.0,0.0,0,0,0,0,0.0,0.39,0.77,0,0,0.0,LOW
E000472,U004,2026-03-08 09:38:00,file_access,RES-057,0,19,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,9,2026-03-08,0.4617155947310287,0.4463409822190778,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.2704527793038059,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,1,6180.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000530,U004,2026-03-09 08:06:00,file_access,RES-048,0,18,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,8,2026-03-09,0.5382844052689713,0.5203601370686357,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.4906444226307985,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,4380.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000534,U004,2026-03-09 08:40:00,file_access,RES-039,0,8,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,8,2026-03-09,0.5382844052689713,0.5203601370686357,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.4906444226307985,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,1680.0,0,0,1,0.83,0.0,0.0,0,0,0,0,0.0,0.12,0.25,0,0,0.0,LOW
E000605,U004,2026-03-10 08:12:00,file_access,RES-040,0,18,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,8,2026-03-10,0.5382844052689713,0.5203601370686357,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.4906444226307985,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,1260.0,0,0,1,0.83,0.0,0.0,0,0,0,0,0.0,0.12,0.25,0,0,0.0,LOW
E000616,U004,2026-03-10 09:28:00,file_access,RES-011,0,15,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,9,2026-03-10,0.4617155947310287,0.4463409822190778,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.2704527793038059,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,4560.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000618,U004,2026-03-10 09:41:00,transaction,,0,0,DEV-003,0,0,,BEN-019,0,1368.01,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,9,2026-03-10,0.4617155947310287,0.4463409822190778,0.0,0.955883498216744,0.0,0.0,0.0,0.0,8,33,0.2424242424242424,0.0,10.228260869565217,4.541498418788599,0.2704527793038059,0.0,0.2445652173913043,0.0,0.0,0.0,False,False,False,False,True,0.0,LOW,0,0,780.0,0,1,1,2.58,1.14,11.4,0,0,0,0,20.0,6.1,7.05,0,0,0.0,LOW
E000704,U004,2026-03-11 10:36:00,file_access,RES-004,1,9,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,10,2026-03-11,1.4617155947310287,1.413042101506791,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.0502611359768134,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,0,0,1680.0,0,0,1,0.83,0.0,0.0,0,0,0,0,20.0,4.12,4.25,0,0,0.0,LOW
E000710,U004,2026-03-11 11:01:00,file_access,RES-021,0,7,DEV-003,0,0,,,0,0.0,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,11,2026-03-11,2.4617155947310287,2.379743220794505,0.0,7.07307439980708,0.0,0.0,0.0,0.0,16,33,0.4848484848484848,0.0,10.228260869565217,4.541498418788599,0.1699305073501791,0.0,0.4945652173913043,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,1500.0,0,0,1,0.83,0.0,0.0,0,0,0,0,0.0,0.12,0.25,0,0,0.0,LOW
E000714,U004,2026-03-11 11:44:00,transaction,,0,0,DEV-003,0,0,,BEN-025,0,1246.57,finance_officer,employee,PG4,8.538284405268971,1.0344458903045668,27.15471935638941,8.799273006373374,1205.1422653569596,170.38450286763987,0.7935626016660392,DEV-003,11,2026-03-11,2.4617155947310287,2.379743220794505,0.0,0.2431426212231446,0.0,0.0,0.0,0.0,8,33,0.2424242424242424,0.0,10.228260869565217,4.541498418788599,0.1699305073501791,0.0,0.2445652173913043,0.0,0.0,0.0,False,False,False,False,True,0.0,LOW,0,0,2580.0,0,0,0,0.0,1.03,10.3,0,0,0,0,20.0,5.54,6.06,0,0,0.0,LOW
E000064,U005,2026-03-02 15:30:00,file_access,RES-054,0,3,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,15,2026-03-02,1.0,2.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,19,38,0.5,0.0,8.972677595628415,4.294683263006742,1.4034381665091196,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,2220.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000067,U005,2026-03-02 15:58:00,file_access,RES-002,1,18,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,15,2026-03-02,1.0,2.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,19,38,0.5,0.0,8.972677595628415,4.294683263006742,1.4034381665091196,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,0,0,1680.0,0,0,1,0.83,0.0,0.0,0,0,0,0,20.0,4.12,4.25,0,0,0.0,LOW
E000069,U005,2026-03-02 16:32:00,transaction,,0,0,DEV-024,0,0,,BEN-008,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,16,2026-03-02,2.0,4.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,9,38,0.2368421052631578,0.0,8.972677595628415,4.294683263006742,1.6362842086407323,0.0,0.1639344262295081,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,2040.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000137,U005,2026-03-03 13:56:00,transaction,,0,0,DEV-024,0,0,,BEN-020,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,13,2026-03-03,1.0,2.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,9,38,0.2368421052631578,0.0,8.972677595628415,4.294683263006742,0.937746082245894,0.0,0.1639344262295081,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,900.0,0,1,1,2.58,0.0,0.0,0,0,0,0,0.0,0.39,0.77,0,0,0.0,LOW
E000147,U005,2026-03-03 15:22:00,file_access,RES-002,1,8,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,15,2026-03-03,1.0,2.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,19,38,0.5,0.0,8.972677595628415,4.294683263006742,1.4034381665091196,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,True,False,False,0.0,LOW,0,0,5160.0,0,0,0,0.0,0.0,0.0,0,0,0,0,20.0,4.0,4.0,0,0,0.0,LOW
E000219,U005,2026-03-04 15:59:00,file_access,RES-014,0,15,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,15,2026-03-04,1.0,2.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,19,38,0.5,0.0,8.972677595628415,4.294683263006742,1.4034381665091196,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,4620.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000221,U005,2026-03-04 16:26:00,transaction,,0,0,DEV-024,0,0,,BEN-006,0,104.23,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,16,2026-03-04,2.0,4.0,0.0,0.4248010096241581,0.0,0.0,0.0,0.0,9,38,0.2368421052631578,0.0,8.972677595628415,4.294683263006742,1.6362842086407323,0.0,0.1639344262295081,0.0,0.0,0.0,False,False,False,False,True,0.0,LOW,0,0,1620.0,0,0,1,0.83,2.65,26.5,0,0,0,0,20.0,8.1,9.55,0,0,0.0,LOW
E000281,U005,2026-03-05 14:29:00,file_access,RES-053,0,6,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,14,2026-03-05,0.0,0.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,19,38,0.5,0.0,8.972677595628415,4.294683263006742,1.1705921243775068,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,6240.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,LOW
E000341,U005,2026-03-06 13:14:00,file_access,RES-020,0,19,DEV-024,0,0,,,0,0.0,analyst,service_account,PG1,14.0,0.5,28.73783139972465,14.222953720281598,39.40009903922908,152.6123984924825,1.8859193984833305,DEV-024,13,2026-03-06,1.0,2.0,0.0,0.2581710229865097,0.0,0.0,0.0,0.0,19,38,0.5,0.0,8.972677595628415,4.294683263006742,0.937746082245894,0.0,0.5519125683060109,0.0,0.0,0.0,False,False,False,False,False,0.0,LOW,0,0,480.0,0,1,1,2.58,0.0,0.0,0,0,0,0,0.0,0.39,0.77,0,0,0.0,LOW
